"2026-02-08T18:02:05.802708200Z","7a49ee3d","INFO","OtpController.sendOtp","Request ID: 7837cda7-565f-4d73-b4ea-523ebd26c3a6, OTP send requested - User: RDK006, Target User: RDK006"
"2026-02-08T18:02:05.834420300Z","3397c662","INFO","OtpController.sendOtp","Request ID: 7837cda7-565f-4d73-b4ea-523ebd26c3a6, Sending OTP to userManagement: RDK006, Requested by: RDK006"
"2026-02-08T18:02:06.632628700Z","b5189ee4","INFO","OtpController.sendOtp","Request ID: 7837cda7-565f-4d73-b4ea-523ebd26c3a6, OTP sent successfully - User: RDK006, Target User: RDK006, Phone: +233555442117"
"2026-02-08T18:02:09.378539Z","5c808b22","INFO","OtpController.verifyOtp","Request ID: 93f19618-b081-493c-a497-5b4388294297, OTP verification requested - User: RDK006, Target User: RDK006"
"2026-02-08T18:02:09.404155200Z","30d58287","INFO","OtpController.verifyOtp","Request ID: 93f19618-b081-493c-a497-5b4388294297, Verifying OTP for userManagement: RDK006, Requested by: RDK006"
"2026-02-08T18:02:09.493249500Z","037e9142","INFO","OtpController.verifyOtp","Request ID: 93f19618-b081-493c-a497-5b4388294297, Last login updated - User: RDK006, Target User: RDK006"
"2026-02-08T18:02:09.501421300Z","73dfaa28","INFO","OtpController.verifyOtp","Request ID: 93f19618-b081-493c-a497-5b4388294297, OTP verified successfully - User: RDK006, Target User: RDK006"
"2026-02-08T18:05:34.989929700Z","01950543","INFO","OtpController.sendOtp","Request ID: 6460ae23-d5c9-47f6-b1a0-24d3bfd7bf2c, OTP send requested - User: RDK006, Target User: RDK006"
"2026-02-08T18:05:34.996934700Z","9de49ccd","INFO","OtpController.sendOtp","Request ID: 6460ae23-d5c9-47f6-b1a0-24d3bfd7bf2c, Sending OTP to userManagement: RDK006, Requested by: RDK006"
"2026-02-08T18:05:35.044962800Z","8a69576b","INFO","OtpController.sendOtp","Request ID: 6460ae23-d5c9-47f6-b1a0-24d3bfd7bf2c, OTP sent successfully - User: RDK006, Target User: RDK006, Phone: +233555442117"
"2026-02-08T18:05:36.187256Z","ef1eb85b","INFO","OtpController.verifyOtp","Request ID: 1136292d-3c60-4a5b-92a3-8232a5b3f8fe, OTP verification requested - User: RDK006, Target User: RDK006"
"2026-02-08T18:05:36.207487300Z","5d347701","INFO","OtpController.verifyOtp","Request ID: 1136292d-3c60-4a5b-92a3-8232a5b3f8fe, Verifying OTP for userManagement: RDK006, Requested by: RDK006"
"2026-02-08T18:05:36.243233800Z","fbffb009","INFO","OtpController.verifyOtp","Request ID: 1136292d-3c60-4a5b-92a3-8232a5b3f8fe, Last login updated - User: RDK006, Target User: RDK006"
"2026-02-08T18:05:36.251800600Z","83e0ec49","INFO","OtpController.verifyOtp","Request ID: 1136292d-3c60-4a5b-92a3-8232a5b3f8fe, OTP verified successfully - User: RDK006, Target User: RDK006"
"2026-02-08T18:08:32.973541600Z","81b3ba31","INFO","OtpController.sendOtp","Request ID: 522254c1-06c1-4d14-b9ac-77ff3e323d2c, OTP send requested - User: RDK006, Target User: RDK006"
"2026-02-08T18:08:32.977483900Z","adceed3f","INFO","OtpController.sendOtp","Request ID: 522254c1-06c1-4d14-b9ac-77ff3e323d2c, Sending OTP to userManagement: RDK006, Requested by: RDK006"
"2026-02-08T18:08:33.046408200Z","8a8b16ec","INFO","OtpController.sendOtp","Request ID: 522254c1-06c1-4d14-b9ac-77ff3e323d2c, OTP sent successfully - User: RDK006, Target User: RDK006, Phone: +233555442117"
"2026-02-08T18:08:34.320514900Z","8f1bb6be","INFO","OtpController.verifyOtp","Request ID: 5f7c7cf1-7e73-4644-95c2-5013d05e1c51, OTP verification requested - User: RDK006, Target User: RDK006"
"2026-02-08T18:08:34.328601200Z","af4cd322","INFO","OtpController.verifyOtp","Request ID: 5f7c7cf1-7e73-4644-95c2-5013d05e1c51, Verifying OTP for userManagement: RDK006, Requested by: RDK006"
"2026-02-08T18:08:34.367670700Z","c572e225","INFO","OtpController.verifyOtp","Request ID: 5f7c7cf1-7e73-4644-95c2-5013d05e1c51, Last login updated - User: RDK006, Target User: RDK006"
"2026-02-08T18:08:34.377448900Z","b6c0c371","INFO","OtpController.verifyOtp","Request ID: 5f7c7cf1-7e73-4644-95c2-5013d05e1c51, OTP verified successfully - User: RDK006, Target User: RDK006"
"2026-02-08T18:18:53.076513600Z","ce610743","INFO","OtpController.sendOtp","Request ID: 0e5b3e6b-61f0-4c82-91de-2556357ad538, OTP send requested - User: RDK006, Target User: RDK006"
"2026-02-08T18:18:53.090222400Z","cdb701ae","INFO","OtpController.sendOtp","Request ID: 0e5b3e6b-61f0-4c82-91de-2556357ad538, Sending OTP to userManagement: RDK006, Requested by: RDK006"
"2026-02-08T18:18:55.172283100Z","c41ca411","INFO","OtpController.sendOtp","Request ID: 0e5b3e6b-61f0-4c82-91de-2556357ad538, OTP sent successfully - User: RDK006, Target User: RDK006, Phone: +233555442117"
"2026-02-08T18:19:01.240055500Z","c55ae426","INFO","OtpController.verifyOtp","Request ID: 90c2ae02-d1f2-411a-bd5b-90dca8dc46b3, OTP verification requested - User: RDK006, Target User: RDK006"
"2026-02-08T18:19:01.252554600Z","de23dd54","INFO","OtpController.verifyOtp","Request ID: 90c2ae02-d1f2-411a-bd5b-90dca8dc46b3, Verifying OTP for userManagement: RDK006, Requested by: RDK006"
"2026-02-08T18:19:01.340195600Z","b0f40dbb","INFO","OtpController.verifyOtp","Request ID: 90c2ae02-d1f2-411a-bd5b-90dca8dc46b3, Last login updated - User: RDK006, Target User: RDK006"
"2026-02-08T18:19:01.354459200Z","a6828f74","INFO","OtpController.verifyOtp","Request ID: 90c2ae02-d1f2-411a-bd5b-90dca8dc46b3, OTP verified successfully - User: RDK006, Target User: RDK006"
"2026-02-08T18:20:16.905969600Z","d2fd95df","INFO","OtpController.sendOtp","Request ID: b3cd0482-147d-4408-9619-cc68b03a35db, OTP send requested - User: RDK006, Target User: RDK006"
"2026-02-08T18:20:16.918980Z","4e9c8380","INFO","OtpController.sendOtp","Request ID: b3cd0482-147d-4408-9619-cc68b03a35db, Sending OTP to userManagement: RDK006, Requested by: RDK006"
"2026-02-08T18:20:16.963725500Z","a4227d51","INFO","OtpController.sendOtp","Request ID: b3cd0482-147d-4408-9619-cc68b03a35db, OTP sent successfully - User: RDK006, Target User: RDK006, Phone: +233555442117"
"2026-02-08T18:20:18.152206300Z","048bf725","INFO","OtpController.verifyOtp","Request ID: b103be23-d28c-4661-8f7e-2ce4249c7f8e, OTP verification requested - User: RDK006, Target User: RDK006"
"2026-02-08T18:20:18.164176800Z","fd55a0b8","INFO","OtpController.verifyOtp","Request ID: b103be23-d28c-4661-8f7e-2ce4249c7f8e, Verifying OTP for userManagement: RDK006, Requested by: RDK006"
"2026-02-08T18:20:18.210443400Z","c025d828","INFO","OtpController.verifyOtp","Request ID: b103be23-d28c-4661-8f7e-2ce4249c7f8e, Last login updated - User: RDK006, Target User: RDK006"
"2026-02-08T18:20:18.223999700Z","68f38f1a","INFO","OtpController.verifyOtp","Request ID: b103be23-d28c-4661-8f7e-2ce4249c7f8e, OTP verified successfully - User: RDK006, Target User: RDK006"
"2026-02-08T18:22:06.841125300Z","174fef38","INFO","OtpController.sendOtp","Request ID: cd754e79-ec7d-4656-b611-7c0e46548144, OTP send requested - User: RDK006, Target User: RDK006"
"2026-02-08T18:22:06.848385700Z","e5a6e8aa","INFO","OtpController.sendOtp","Request ID: cd754e79-ec7d-4656-b611-7c0e46548144, Sending OTP to userManagement: RDK006, Requested by: RDK006"
"2026-02-08T18:22:06.896765700Z","730e0c41","INFO","OtpController.sendOtp","Request ID: cd754e79-ec7d-4656-b611-7c0e46548144, OTP sent successfully - User: RDK006, Target User: RDK006, Phone: +233555442117"
"2026-02-08T18:22:08.212344100Z","289732b4","INFO","OtpController.verifyOtp","Request ID: 2fa8830c-9b96-47d7-8a6a-b52afa9b3a50, OTP verification requested - User: RDK006, Target User: RDK006"
"2026-02-08T18:22:08.232002400Z","cd769ed3","INFO","OtpController.verifyOtp","Request ID: 2fa8830c-9b96-47d7-8a6a-b52afa9b3a50, Verifying OTP for userManagement: RDK006, Requested by: RDK006"
"2026-02-08T18:22:08.273777600Z","9709d212","INFO","OtpController.verifyOtp","Request ID: 2fa8830c-9b96-47d7-8a6a-b52afa9b3a50, Last login updated - User: RDK006, Target User: RDK006"
"2026-02-08T18:22:08.284722300Z","6a963236","INFO","OtpController.verifyOtp","Request ID: 2fa8830c-9b96-47d7-8a6a-b52afa9b3a50, OTP verified successfully - User: RDK006, Target User: RDK006"
"2026-02-08T19:07:32.824982400Z","28ccfdb9","INFO","OtpController.sendOtp","Request ID: b09d281f-5c3f-480b-9603-a8eb677f1260, OTP send requested - User: RDK006, Target User: RDK006"
